titulo	slug	entidad_origen	codigo_origen	categoria	direccion1	direccion2	cp	poblacion	descripcion	telefono	fax	url	email	foto	latitud	longitud	foto_x	foto_x_titulo	foto_x_alt	acces_fisica	acces_visual	acces_auditiva	acces_intelectual	acces_organica	tipo_biblio	año_inicio	institucion	tipo_institucion	horarios	tipo_acceso	tipo_centro	tematica			servicios											
Udal Liburutegia		ejgv_biblio		Biblioteca	Patxi Ezkiaga Kultur Etxea	Eskolaldea auzoa, 2	20250	LEGORRETA		943 085 050			liburutegi.legorreta@euskalnet.net							accesible	no_accesible	no_accesible			Publikoa	1994	Legorretako Udala	Ayuntamiento		Libre 	Publico	General			SÍ		SÍ				SÍ	SÍ			SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Ortiz de Zarate plaza, z/g		1170	LEGUTIO		945-455296			liburutegi@legutiano.net							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Leioako Udal Liburutegia		ejgv_biblio		Biblioteca	Jose Ramon Aketxe plaza, 11		48940	LEIOA		946 072 574		http://www.bibliotecaspublicas.es/leioa/index.jsp	liburutegia@leioa.net							accesible	accesible	no_accesible			Publikoa	1987	Leioako Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ	SÍ	SÍ	SÍ	SÍ	SÍ	SÍ	SÍ	SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Resurrección Mª Azkue, 5		48280	LEKEITIO		946 243 535		http://www.lekeitio.com/web/euskera/…	liburutegia@lekeitio.com							accesible	accesible	sin_datos			Publikoa	1966	Lekeitioko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ	SÍ			SÍ	SÍ	SÍ		SÍ	
Lemoako Udal Liburutegia		ejgv_biblio		Biblioteca	Arraibi auzoa, 1		48330	LEMOA		946 312 064		http://www.lemo.net/euskara/servicios/cultura/biblioteca/informacion.htm	liburutegialemoa@euskalnet.net							no_accesible	no_accesible	no_accesible			Publikoa	1989	Lemoako Udala	Ayuntamiento		Libre 	Publico	General			SÍ		SÍ			SÍ	SÍ	SÍ	SÍ		SÍ	
Lemoizko Kultur Etxea		ejgv_biblio		Biblioteca	Portubide kalea, 5		48260	LEMOIZ		946 879 037			lke@lemoiz.net							accesible	no_accesible	no_accesible			Publikoa	1997	Lemoizko Udala	Ayuntamiento		Libre 	Publico	General			SÍ						SÍ					
Udal Liburutegia		ejgv_biblio		Biblioteca	Aretxalde auzoa, 1		48196	LEZAMA		944 556 126		http://http://www.netvibes.com/lezamakoliburutegia	liburutegia@lezama.org							accesible	no_accesible	no_accesible			Publikoa	1992	Lezamako Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ			SÍ	SÍ	SÍ	SÍ		SÍ	SÍ
Udal Liburutegia		ejgv_biblio		Biblioteca	Andreone	Kale Nagusia, 8	20100	LEZO		943 519 592		http://http://www.lezo.net/liburutegia	liburutegia.lezo@udal.gipuzkoa.net							accesible	no_accesible	no_accesible			Publikoa	1973	Lezoko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ				SÍ	SÍ		SÍ	SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Txirrita gudariaren plaza, 1		20490	LIZARTZA		943-682017			liburutegia.lizartza@udal.gipuzkoa.net							accesible	no_accesible	no_accesible			Publikoa	1995	Lizartzako Udala	Ayuntamiento		Libre 	Publico	General			SÍ						SÍ				SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Lamuza, 19		1400	LAUDIO-LLODIO		944 034 960			liburutegia@laudiokoudala.net							accesible	no_accesible	no_accesible			Publikoa	1981	Laudioko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ					SÍ	SÍ	SÍ	SÍ		
Udal Liburutegia		ejgv_biblio		Biblioteca	Herriko enparantza, 3		48180	LOIU		94-4531951			loiu7@aytoloiu.euskalnet.net							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Arraia-Maeztuko Liburutegia		ejgv_biblio		Biblioteca	Plaza de la Iglesia, 1		1120	ARRAIA-MAEZTU		945-410033			aulatelematicamaestu@hotmail.com							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Udal Liburutegia		ejgv_biblio		Biblioteca	Intxaurti, z/g		48269	MALLABIA		943 176 691										accesible	no_accesible	no_accesible			Publikoa	1976	Mallabiko Udala	Ayuntamiento		Libre 	Publico	General			SÍ			SÍ				SÍ	SÍ		SÍ	
Kirikiño Udal Liburutegia		ejgv_biblio		Biblioteca	Kirikiño kalea, 10		48212	MAÑARIA		946 818 998			liburutegi.manaria@bizkaia.org							no_accesible	no_accesible	no_accesible			Publikoa	1989	Mañariako Udala	Ayuntamiento		Libre 	Publico	General			SÍ			SÍ			SÍ	SÍ	SÍ		SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Abesua, 12		48270	MARKINA-XEMEIN		94-6169047			biblioteka@markina-xemein.com							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Udal Liburutegia		ejgv_biblio		Biblioteca	Erdigune, 68		48112	MARURI-JATABE		944 046 116			kulturetxea@maruri-jatabe.net							accesible	sin_datos	sin_datos			Publikoa	2008	Maruri-Jatabeko Udala	Ayuntamiento		Libre 	Publico	General			SÍ			SÍ		SÍ	SÍ					
Mendaroko Udal Liburutegia		ejgv_biblio		Biblioteca	Herriko enparantza, 8		20850	MENDARO		943 033 291			liburutegi@mendaro.net							accesible	no_accesible	no_accesible			Publikoa	1987	Mendaroko Udala	Ayuntamiento		Libre 	Publico	General			SÍ						SÍ		SÍ		SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Jose Antonio Agirre, 1		48382	MENDATA		94-6167671			mendata2@euskalnet.net							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Meñakako Udal Liburutegia		ejgv_biblio		Biblioteca	Elias Agirre plaza, 3.	Mesterika auzoa	48120	MEÑAKA		946 156 110			liburutegi.menaka@bizkaia.org							accesible	no_accesible	no_accesible			Publikoa	1986	Meñakako Udala	Ayuntamiento		Libre 	Publico	General			SÍ		SÍ				SÍ	SÍ		SÍ	SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Las Cuevas, 2		1322	MOREDA DE ÁLAVA		945 601 893			amoreda.biblioteca@ayto.alava.net							accesible	no_accesible	no_accesible			Publikoa	1987	Ayuntamiento de Moreda de Álava	Ayuntamiento		Libre 	Publico	General			SÍ							SÍ	SÍ		SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Andra Mari auzoa, z/g		48115	MORGA		94-6252270			blandia.morga@bizkaia.org							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
J. M. Etxeita Udal Liburutegia		ejgv_biblio		Biblioteca	Matadero, 1		48360	MUNDAKA		946 876 549		http://www.mundaka.org	liburutegi.mundaka@bizkaia.org							no_accesible	no_accesible	no_accesible			Publikoa	1965	Mundaka 	Ayuntamiento		Libre 	Publico	General			SÍ			SÍ			SÍ	SÍ	SÍ		SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Bekokale, 5		48100	MUNGIA		946 155 251		http://www.mungia.org	mungia.liburutegia@astiune.com							accesible	no_accesible	sin_datos			Publikoa	1982	Mungiako Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ	SÍ			SÍ	SÍ	SÍ	SÍ	SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	San Pedro plaza, z/g		48381	MUNITIBAR		94-6164007			bibliomunitibar@yahoo.es							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Zuiako Udal Liburutegia		ejgv_biblio		Biblioteca	Udaletxe plaza, 1		1130	ZUIA		945-430904			bibliotecazuia@telefonica.net							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Udal Liburutegia		ejgv_biblio		Biblioteca	Kultur Etxea	Cendeja, 29	48550	MUSKIZ		94-6707075			liburutegia@muskiz.com							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Udal Liburutegia		ejgv_biblio		Biblioteca	Zabiel Kultur Etxea	Erdiko kale, 28	20830	MUTRIKU		943-604182			liburutegia@mutriku.net							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Udal Liburutegia		ejgv_biblio		Biblioteca	Urretxindorra, 41		48392	MUXIKA		94-6252701			jagezuraga.muxika@bizkaia.org							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Udal Liburutegia		ejgv_biblio		Biblioteca	Elexalde auzoa		48312	NABARNIZ		94-6255077										sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Iruña Okako Liburutegia		ejgv_biblio		Biblioteca	Milagros González, 1 bajo		1230	IRUÑA OKA		945 361 864			nanclares@ctv.es							no_accesible	no_accesible	no_accesible			Publikoa	1966	Ayuntamiento de Iruña de Oca	Ayuntamiento		Libre 	Publico	General			SÍ		SÍ	SÍ			SÍ	SÍ	SÍ	SÍ	SÍ	
M. Lekuona Liburutegia		ejgv_biblio		Biblioteca	Donibane, 11		20180	OIARTZUN		943-493864			biblioteka@oiartzun.org							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Udal Liburutegia		ejgv_biblio		Biblioteca	Plaza de la Iglesia, s/n		1409	OKONDO		945-898023										sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Udal Liburutegia		ejgv_biblio		Biblioteca	J. M. Aristrain, 37 behea		20212	OLABERRIA		943 886 455			olaberria.liburutegia@infonegocio.com							sin_datos	sin_datos	sin_datos			Publikoa	1969	Olaberriko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ					SÍ	SÍ	SÍ		SÍ	
Txomin Agirre Udal Liburutegia		ejgv_biblio		Biblioteca	Iñaki Deuna, 35 behea		48700	ONDARROA		946 833 343			liburutegia@ondarroakoudala.net							accesible	no_accesible	no_accesible			Publikoa	1965	Ondarroako Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ			SÍ	SÍ	SÍ	SÍ	SÍ	SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Santa Marina, 1		20560	OÑATI		943 716 111		http://http://www.oinati.eu/udal-zerbitzuak/kultura/udal-liburutegia	liburutegia@oinati.net							accesible	no_accesible	no_accesible			Publikoa	1962	Oñatiko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ	SÍ		SÍ	SÍ	SÍ	SÍ	SÍ	SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Nikolas Lekuona, z/g		20240	ORDIZIA		943 805 635		http://www.ordizia.org	liburutegia@ordizia.org							no_accesible	no_accesible	no_accesible			Publikoa	1985	Ordiziako Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ	SÍ			SÍ	SÍ	SÍ	SÍ	SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Eusko gudarien kalea, 26		20810	ORIO		943 134 409			orioliburutegia@terra.es							accesible	no_accesible	no_accesible			Publikoa	1975	Orioko Udala	Ayuntamiento		Libre 	Publico	General			SÍ		SÍ	SÍ			SÍ	SÍ			SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Gabirialde kalea, 14		20216	ORMAIZTEGI		943-889696			aitzibermurua@euskalnet.net							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Udal Liburutegia		ejgv_biblio		Biblioteca	Zubiaur plaza, z/g		48410	OROZKO		946 339 822			liburutegia.orozko@bizkaia.org							no_accesible	no_accesible	no_accesible			Publikoa	1980	Orozkoko Udala	Ayuntamiento		Libre 	Publico	General			SÍ						SÍ					
Udal Liburutegia		ejgv_biblio		Biblioteca	Mendialde, 13 - Entreplanta		48530	ORTUELLA		946 353 195			liburutegia.ortuella@bizkaia.org							no_accesible	no_accesible	no_accesible			Publikoa	1968	Ortuellako Udala	Ayuntamiento		Libre 	Publico	General			SÍ			SÍ	SÍ		SÍ	SÍ		SÍ	SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Plaza Nagusia, 6 - 2. A		48210	OTXANDIO		945 450 517			liburutegi.otxandio@bizkaia.org							no_accesible	no_accesible	no_accesible			Publikoa	1991	Otxandioko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ	SÍ			SÍ	SÍ			SÍ	SÍ
Udal Liburutegia		ejgv_biblio		Biblioteca	Fueros, 6 bajo		1320	OYÓN-OION		945 622 097			biblioteca@aytooion.e.telefonica.net							accesible	no_accesible	no_accesible			Publikoa	1983	Oyón-Oiongo Udala	Ayuntamiento		Libre 	Publico	General			SÍ		SÍ	SÍ			SÍ		SÍ	SÍ		
Barrundiako Udal Liburutegia		ejgv_biblio		Biblioteca	Boilar, 12		1206	BARRUNDIA		945 317 006		http://www.barrundia.net	abarrundia.liburutegia@ayto.alava.net							accesible	no_accesible	no_accesible			Publikoa	2009	Barrundiako Udala	Ayuntamiento		Libre 	Publico	General			SÍ						SÍ	SÍ		SÍ	SÍ	
Itxasmendi Udal Liburutegia		ejgv_biblio		Biblioteca	Donibane, 28		20110	PASAIA		943-523186			itxasmendiliburutegia@yahoo.es							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Pasai Antxoko Udal Liburutegia		ejgv_biblio		Biblioteca	Hamarretxeta, 15		20110	PASAIA		943 515 737			antxo.liburutegia@pasaia.net							accesible	no_accesible	no_accesible			Publikoa	1960	Pasaiako Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ		SÍ		SÍ	SÍ		SÍ		SÍ	
San Pedroko Liburutegia		ejgv_biblio		Biblioteca	Luis Morales Oliver plaza, z/g		20110	PASAIA		943-391358			spedro.liburutegia@pasaia.net							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Trintxerpeko Udal  Liburutegia		ejgv_biblio		Biblioteca	Euskadi etorbidea, z/g		20110	PASAIA		943 004 303			trintx.liburutegia@pasaia.net							sin_datos	sin_datos	sin_datos			Publikoa	1985	Pasaiako Udala	Ayuntamiento		Libre 	Publico	General			SÍ		SÍ								SÍ	SÍ
Udal Liburutegia		ejgv_biblio		Biblioteca	Plaza Fray Jacinto, 2		1211	PEÑACERRADA-URIZAHARRA		945-367004										sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Plentziako Udal Liburutegia		ejgv_biblio		Biblioteca	Goinkale kalea, 25		48620	PLENTZIA		946 775 314		http://www.plentzia.org	plentziakoliburutegia@hotmail.com							accesible	accesible	no_accesible			Publikoa	1986	Plentziako Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ		SÍ	SÍ		SÍ	SÍ	SÍ	SÍ	SÍ	SÍ
Udal Liburutegia		ejgv_biblio		Biblioteca	Travesía Salazar, s/n		48920	PORTUGALETE		944 729 218			biblioteca@portugalete.org							accesible	sin_datos	sin_datos			Publikoa	1977	Portugaleteko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ	SÍ			SÍ	SÍ	SÍ		SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Real, 2		1423	AÑANA		945-359003										sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Udal Liburutegia		ejgv_biblio		Biblioteca	El Ochavo, s/n		1307	SAMANIEGO		945 623 330			samaniego@aulastelematicas.com							accesible	no_accesible	no_accesible			Publikoa	1990	Samaniegoko Udala	Ayuntamiento		Libre 	Publico	General			SÍ				SÍ		SÍ	SÍ	SÍ	SÍ	SÍ	SÍ
La ViñasUdal Liburutegia		ejgv_biblio		Biblioteca	Bullón, 5 - bajo		48980	SANTURTZI		944 837 333		http://www.santurtzi.net/OCIOYCULTURA/REDDEBIBLIOTECASMUNICIPALES/tabid/64/Default.aspx	bibliotecavinas@santurtzi.net							accesible	no_accesible	no_accesible			Publikoa	1984	Ayuntamiento de Santurtzi	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ			SÍ	SÍ		SÍ	SÍ	SÍ	
Kabiezeseko Haur Liburutegia		ejgv_biblio		Biblioteca	Avda. Antonio Alzaga, 64		48980	SANTURTZI		944 838 232		http://www.santurtzi.net/OCIOYCULTURA/REDDEBIBLIOTECASMUNICIPALES/tabid/64/Default.aspx	biblioinfantilkabiezes@santurtzi.net							no_accesible	no_accesible	no_accesible			Publikoa	1991	Santurtziko Udala	Ayuntamiento		Libre 	Publico	General			SÍ					SÍ	SÍ		SÍ	SÍ		
Kabiezeseko Udal Liburutegia		ejgv_biblio		Biblioteca	Kabiezesko plaza, z/g		48980	SANTURTZI		944 934 370		http://www.santurtzi.net/OCIOYCULTURA/REDDEBIBLIOTECASMUNICIPALES/tabid/64/Default.aspx	bibliotecakabizes@santurtzi.net							accesible	no_accesible	no_accesible			Publikoa	2007	Santurtziko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ	SÍ		SÍ	SÍ		SÍ	SÍ	SÍ	
San Juan Udal Liburutegia		ejgv_biblio		Biblioteca	Juan Sebastián Elcano, 11- 13		48980	SANTURTZI		944 628 585		http://www.santurtzi.net/OCIOYCULTURA/REDDEBIBLIOTECASMUNICIPALES/tabid/64/Default.aspx	bibliotecasanjuan@santurtzi.net							no_accesible	no_accesible	no_accesible			Publikoa	1985	Santurtziko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ			SÍ	SÍ		SÍ	SÍ	SÍ	
Udal Liburutegi Nagusia		ejgv_biblio		Biblioteca	Plaza Juan José Mendizabal, s/n		48980	SANTURTZI		944 610 854		http://www.santurtzi.net/OCIOYCULTURA/REDDEBIBLIOTECASMUNICIPALES/tabid/64/Default.aspx	biblioteca@santurtzi.net							no_accesible	no_accesible	no_accesible			Publikoa	1973	Santurtziko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ	SÍ		SÍ	SÍ		SÍ	SÍ	SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Lardizabal, 5		20214	SEGURA		943-801046			seguraliburutegia@segulibu.e.telefonica.net							accesible	no_accesible	no_accesible			Publikoa	2003	Segurako Udala	Ayuntamiento		Libre 	Publico	General			SÍ		SÍ				SÍ	SÍ		SÍ	SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Plaza del Kasko, 3		48910	SESTAO		944 729 090										accesible	accesible	no_accesible			Publikoa	1966	Sestaoko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ	SÍ			SÍ		SÍ	SÍ	SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Plaza Goiri-Erdikoa, z/g		48150	SONDIKA		944 533 982			liburutegisondika@euskalnet.net							accesible	no_accesible				Publikoa	1986	Sondikako Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ		SÍ		SÍ	SÍ	SÍ	SÍ		SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Sabino Arana, 2 - 2.		48600	SOPELANA		944 065 508			liburutegia@sopelana.net							accesible	no_accesible	no_accesible			Publikoa	1990	Sopelanako Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ	SÍ		SÍ	SÍ	SÍ		SÍ	SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	La Baluga, 29		48190	SOPUERTA		946 104 762			liburutegia@aytosopuerta.euskalnet.net							no_accesible	no_accesible	no_accesible			Publikoa	1990	Sopuertako Udala	Ayuntamiento		Libre 	Publico	General			SÍ						SÍ	SÍ		SÍ	SÍ	SÍ
Udal Liburutegia		ejgv_biblio		Biblioteca	Baltegieta, 2		20590	SORALUZE		945 752 074			liburutegiasoraluze@gmail.com							accesible	no_accesible	no_accesible			Publikoa		Soraluzeko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ	SÍ			SÍ	SÍ	SÍ		SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Centro Socio Cultural		1110	CAMPEZO/KANPEZU		945-405482			aamizki@euskalnet.net							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Udal Liburutegia		ejgv_biblio		Biblioteca	Ander Deunaren enparantza, 5		48395	SUKARRIETA		94-6870715			maordorica.sukarrieta@bizkaia.org							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Errota Haur Liburutegia		ejgv_biblio		Biblioteca	Andre Maria plaza, 5		20400	TOLOSA		943-697461			haurliburutegia@tolosakoudala.net							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Udal Liburutegia		ejgv_biblio		Biblioteca	Andre Maria plaza, 4 - 5		20400	TOLOSA		943-697462			liburutegia@tolosakoudala.net							no_accesible	no_accesible	no_accesible			Publikoa	1977	Tolosako Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ	SÍ			SÍ	SÍ	SÍ	SÍ	SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Lehendakari Agirre, 61		48880	TRUCIOS/TURTZIOZ		946 109 604			kulturetxeaturtzioz@gmail.com							accesible	no_accesible	no_accesible			Publikoa		Turtzioz-Truciosko Udala	Ayuntamiento		Libre 	Publico	General			SÍ						SÍ	SÍ	SÍ		SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Plazuela de los Tres Caños, 1		48490	UGAO-MIRABALLES		946 481 462			ugao-liburutegia@euskalerria.org							accesible					Publikoa	1986	Ugao-Miraballesko Udala	Ayuntamiento		Libre 	Publico	General			SÍ					SÍ	SÍ	SÍ	SÍ	SÍ	SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Aita Gotzon, 16 bis		48610	URDULIZ		946 76 36 31			uke@urduliz.net							accesible	accesible	no_accesible			Publikoa	1988	Urdulizko Udala	Ayuntamiento		Libre 	Publico	General			SÍ			SÍ			?	SÍ	SÍ		SÍ	
Licenciado Poza Udal Liburutegia		ejgv_biblio		Biblioteca	Andra Mari plaza, z/g		48460	URDUÑA-ORDUÑA		945 38 48 62			lvarela@urduna.org							accesible	no_accesible	no_accesible			Publikoa	1985	Urduñako Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ	SÍ			SÍ	SÍ	SÍ		SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	San Juan, z/g		20130	URNIETA		943-008340			liburu@urnieta.org							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Udal Liburutegia		ejgv_biblio		Biblioteca	Jauregi, 21		20700	URRETXU		943 03 80 91			liburutegia.ur@urretxu.net							accesible	no_accesible	sin_datos			Publikoa	1979	Urretxuko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ	SÍ	SÍ		SÍ	SÍ	SÍ			
Udal Liburutegia		ejgv_biblio		Biblioteca	Irazu kalea, 14		20170	USURBIL		943 360 692			biblioteka@usurbil.net							accesible	no_accesible	no_accesible			Publikoa	1989	Usurbilgo Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ	SÍ		SÍ	SÍ	SÍ	SÍ	SÍ	SÍ	SÍ
Udal Liburutegia		ejgv_biblio		Biblioteca	Funikular, 12		48510	VALLE DE TRAPAGA-TRAPAGARAN		944 922 913		http://www.trapagaran.net/biblioteca/biblioteca.htm	biblioteca@trapagaran.net							accesible	no_accesible	no_accesible			Publikoa	1990	Trapagarango Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ	SÍ	SÍ	SÍ	SÍ	SÍ	SÍ	SÍ	SÍ	
S. Insausti Udal Biblioteka		ejgv_biblio		Biblioteca	Erreboteko plaza, z/g		20150	VILLABONA		943 69 32 24			liburu.vill@udal.gipuzkoa.net							accesible	no_accesible	no_accesible			Publikoa	1982	Vitoria-Gasteizko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ	SÍ			SÍ	SÍ		SÍ	SÍ	SÍ
Udal Liburutegia		ejgv_biblio		Biblioteca	Villanueva de Valdegovía, 46		1426	VALDEGOVIA/GAUBEA		945-353033			biblioteca@valdegovia.com							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Abetxukoko Liburutegia		ejgv_biblio		Biblioteca	Cooperativa, s/n		1013	VITORIA-GASTEIZ		945 16 26 56		http://www.vitoria-gasteiz.org	bib.abetxuko@vitoria-gasteiz.org							accesible	accesible	sin_datos			Publikoa	1987	Vitoria-Gasteizko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ					SÍ	SÍ		SÍ		
Aldabe Familia Liburutegia		ejgv_biblio		Biblioteca	Eulogio Serdán, 2		1012	VITORIA-GASTEIZ		945 16 19 30		http://www.vitoria-gasteiz.org	bibfam.aldabe@vitoria-gasteiz.org							accesible	accesible	sin_datos			Publikoa	1998	Vitoria-Gasteizko Udala	Ayuntamiento		Libre 	Publico	General			SÍ						SÍ	SÍ		SÍ		
Aldabe Liburutegia		ejgv_biblio		Biblioteca	Eulogio Serdán, 2		1012	VITORIA-GASTEIZ		945 16 19 30		http://www.vitoria-gasteiz.org	bib.aldabe@vitoria-gasteiz.org							accesible	accesible	sin_datos			Publikoa	1998	Vitoria-Gasteizko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ		SÍ			SÍ	SÍ		SÍ		
Arana Liburutegia		ejgv_biblio		Biblioteca	Aragón, 5 		1003	VITORIA-GASTEIZ		945 161 734		http://www.vitoria-gasteiz.org	bib.arana@vitoria-gasteiz.org							accesible	accesible	sin_datos			Publikoa	1980	Vitoria-Gasteizko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ		SÍ			SÍ	SÍ		SÍ		
Ariznabarra Liburutegia		ejgv_biblio		Biblioteca	Ariznabarra, 19		1007	VITORIA-GASTEIZ		945 16 26 50		http://www.vitoria-gasteiz.org	bib.ariznabarra@vitoria-gasteiz.org							accesible	accesible	sin_datos			Publikoa	1993	Vitoria-Gasteizko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ		SÍ			SÍ	SÍ		SÍ		
Arriaga Familia Liburutegia		ejgv_biblio		Biblioteca	Francisco Javier Landaburu, Z/G		1010	VITORIA-GASTEIZ		945 16 17 70		http://www.vitoria-gasteiz.org	bibfam.arriaga@vitoria-gasteiz.org							accesible	accesible	sin_datos			Publikoa	1993	Vitoria-Gasteizko Udala	Ayuntamiento		Libre 	Publico	General			SÍ						SÍ	SÍ		SÍ		
Arriaga Liburutegia		ejgv_biblio		Biblioteca	Francisco Javier Landaburu, Z/G		1011	VITORIA-GASTEIZ		946 16 17 70		http://www.vitoria-gasteiz.org	bib.arriaga@vitoria-gasteiz.org							accesible	accesible	sin_datos			Publikoa	1993	Vitoria-Gasteizko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ		SÍ			SÍ	SÍ		SÍ		
Hegoalde Familia Liburutegia		ejgv_biblio		Biblioteca	Alberto Schommer, z/g		1010	VITORIA-GASTEIZ		945 16 18 80		http://www.vitoria-gasteiz.org	bib.hegoalde@vitoria-gasteiz.org							accesible	accesible	sin_datos			Publikoa	1998	Vitoria-Gasteizko Udala	Ayuntamiento		Libre 	Publico	General			SÍ						SÍ	SÍ		SÍ		
